smiles,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold,split,SMILES,pC20_normalised,pCMC_normalised,SMILES_canonical,SurfTen,MolLogP,true_composite
CCCCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,20.0,4.48148606012211,28.0,5.01e-06,0.33,44.75,5.4,2.0,train,CCCCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.1111516129792942,1.182478776780762,CCCCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,517.479,1.8258999999999996,0.07211491595631217
CCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,1.45001638884031,,,,,,,test,CCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCC)CCCC2)CCCC1,,-1.524519171007255,CCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCC)CCCC2)CCCC1,479.43997,6.932000000000008,0.07156989032117891
CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.43179827593301,37.1,1.69e-06,0.98,34.9,1.94657081652798,8.0,train,CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC,-1.7382777913136218,-1.5407873180119318,CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC,465.75534,5.792000000000006,0.07120260455470132
CCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25.0,1.48095996135166,,5.34e-07,3.11,,,2.0,train,CCCCCCCCCCOS(=O)(=O)[O-],,-1.4968876271132217,CCCCCCCCCCOS(=O)(=O)[O-],493.74353,2.603900000000001,0.06864640171578808
CCCCCCCCCCCCC[C@H](NCCOCCOCCOCCO)C(=O)O,non-ionic,25.0,3.41296288225654,,,,,,4.0,val,CCCCCCCCCCCCC[C@H](NCCOCCOCCOCCO)C(=O)O,,0.2283244017435895,CCCCCCCCCCCCC[C@H](NCCOCCOCCOCCO)C(=O)O,517.153,3.7724000000000015,0.06847633091121356
CCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.4318,,,,,,8.0,train,CCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCC,,-1.5407857784795236,CCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCC,474.8095,6.593400000000008,0.06478520937914194
CCCCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,non-ionic,25.0,1.79588001734408,,,,,,3.0,train,CCCCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,,-1.2156748696956916,CCCCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,513.1592,0.9006899999999998,0.06445534928621512
Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.29,47.1,2.73e-06,0.56,24.9,2.39479709439406,4.0,train,Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1,-1.368445642433617,-0.7744427532466907,Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1,516.01337,1.1473999999999998,0.06402279698605556
CCCCCCC(CCCCC)S(=O)(=O)[O-].[Na+],anionic,25.0,1.44201185177509,,,,,,3.0,train,CCCCCCC(CCCCC)S(=O)(=O)[O-],,-1.5316669467590018,CCCCCCC(CCCCC)S(=O)(=O)[O-],484.00623,3.4509000000000025,0.06315960289167563
CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,non-ionic,,3.9585189819335938,30.5,,,,,0.0,train,CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,,,CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,517.6036,3.065600000000002,0.0608426134712758
CCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,non-ionic,25.0,1.60205999132796,,,,,,6.0,train,CCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,,-1.3887494736200678,CCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,510.90323,-0.1022000000000002,0.05630112958570251
CCCCCCCCCCNC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25.0,1.42021640338319,35.0,1.79e-06,0.62,37.0,1.97472936095109,,test,CCCCCCCCCCNC(=O)C([N+])CCCNC([N+])N,-1.7150441356633757,-1.5511295310714637,CCCCCCCCCCNC(=O)C([N+])CCCNC([N+])N,478.96832,1.3614000000000013,0.053976698847514284
CCCCCCCCCCCC[NH+](CCO)CCO.[Cl-],cationic,25.0,1.44369749923271,39.8,,,32.17,,9.0,train,CCCCCCCCCCCC[NH+](CCO)CCO,,-1.530161721669106,CCCCCCCCCCCC[NH+](CCO)CCO,497.1014,1.7767999999999993,0.05037078563204213
CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,20.0,3.27572413039921,25.7,4.72e-06,0.35,47.05,4.4,8.0,train,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,0.2860501694836014,0.1057749257735074,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,517.66644,1.0457,0.049905197810175946
CCCCCCCCCC[N+]CCO.[Br-],cationic,20.0,1.43179827593301,33.0,1.31e-06,1.27,39.3,2.6,4.0,train,CCCCCCCCCC[N+]CCO,-1.199132428808646,-1.5407873180119318,CCCCCCCCCC[N+]CCO,492.89096,2.723800000000001,0.04953687359074777
CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.3,57.7,2.67e-06,0.58,14.3,2.1753536967159,0.0,train,CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1,-1.5495087066234667,-0.7655130978606173,CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1,516.96594,1.3329999999999995,0.04951548074463185
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25.0,1.4089353929735,,,,,,,test,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,,-1.5612030846079876,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,475.02444,5.403700000000006,0.04753455775797576
CCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,non-ionic,25.0,1.41998788747058,,,,,,5.0,train,CCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,,-1.5513335879064476,CCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,493.9897,-0.2060099999999998,0.04232385796209271
CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,1.42021640338319,,,,,,5.0,train,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-1.5511295310714637,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,494.26065,-2.009999999999998,0.04221413000484325
CCCCC(CCCC)C(O)OCCOCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,2.49485002168009,,,,,,2.0,train,CCCCC(CCCC)C(O)OCCOCCOCCOCCOCCOCCOCCOCCOCC,,-0.5915187433034004,CCCCC(CCCC)C(O)OCCOCCOCCOCCOCCOCCOCCOCCOCC,517.52167,3.4707000000000034,0.04213490732329973
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,1.38721614328026,39.1,,,32.9,,7.0,train,CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21,,-1.580597626108459,CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21,394.98193,9.752699999999995,0.03534435404930288
CCCCCCCCCCS(=O)(=O)[O-].[Na+],anionic,25.0,1.39804859586648,,,,,,2.0,train,CCCCCCCCCCS(=O)(=O)[O-],,-1.5709246192503667,CCCCCCCCCCS(=O)(=O)[O-],494.88403,2.672300000000001,0.027007675367442446
CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,sugar-based non-ionic,25.0,1.67778070526608,,,,,,4.0,train,CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,,-1.321133485514581,CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,517.1563,-0.3686999999999999,0.026096563899449844
CCCCCCCCCCCC(CCS(=O)(=O)[O-])COCCO.[Na+],anionic,25.0,2.19900813873983,,,,,,1.0,train,CCCCCCCCCCCC(CCS(=O)(=O)[O-])COCCO,,-0.8556953496457642,CCCCCCCCCCCC(CCS(=O)(=O)[O-])COCCO,518.3101,3.467700000000003,0.007537168761166659
CCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],anionic,25.0,0.769551078621726,,,,,,2.0,train,CCCCCCOC(=O)CS(=O)(=O)[O-],,-2.1321512432502145,CCCCCCOC(=O)CS(=O)(=O)[O-],477.85147,0.6551,0.0
CCCCCCC=COOCCOCCOCCOCCOCCOCC,non-ionic,25.0,1.66999229912724,,,,,,,test,CCCCCCC=COOCCOCCOCCOCCOCCOCC,,-1.328088263797243,CCCCCCC=COOCCOCCOCCOCCOCCOCC,534.64685,3.521600000000002,0.0
CCCCCCOOCCOCCOCC,non-ionic,25.0,0.980053318321158,,,,,,,test,CCCCCCOOCCOCCOCC,,-1.944179997398956,CCCCCCOOCCOCCOCC,492.46695,2.5680000000000005,0.0
CCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1.[Na+],anionic,25.0,1.85387196432176,,,,,,,test,CCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1,,-1.1638900595278785,CCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1,518.59094,3.4312000000000014,0.0
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],anionic,25.0,2.86966623150499,,,,,,3.0,train,CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-],,-0.256820784618341,CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-],528.2738,4.554500000000004,0.0
CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,1.3206,,,,,,,test,CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCCC2)CCCCC1,,-1.6400835463726615,CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCCC2)CCCCC1,455.69812,9.272600000000002,0.0
CCCCCCOOCCOCCOCCOCC,non-ionic,25.0,1.03198428600636,,,,,,,test,CCCCCCOOCCOCCOCCOCC,,-1.897807432869539,CCCCCCOOCCOCCOCCOCC,496.95667,2.584600000000001,0.0
CCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.3565,,,,,,,test,CCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCC,,-1.608026083536657,CCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCC,471.16766,6.572000000000008,0.0
CCCCCCOOCCOCCOCCOCCOCCOCC,non-ionic,25.0,1.16399254087447,,,,,,,test,CCCCCCOOCCOCCOCCOCCOCCOCC,,-1.7799286104606198,CCCCCCOOCCOCCOCCOCCOCCOCC,427.17288,2.617800000000001,0.0
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,non-ionic,,3.159762144088745,33.3,,,,,9.0,train,CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,,,CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,543.8953,4.093500000000005,0.0
CCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,sugar-based non-ionic,25.0,2.24412514432751,31.8,4.26e-06,0.39,40.2,3.1,5.0,train,CCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-0.7865817070607996,-0.8154074184508104,CCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,520.148,-2.8866999999999954,0.0
CCCCCCCCC(CCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,25.0,3.3099812192113,,,,,,5.0,train,CCCCCCCCC(CCCCCCC)OS(=O)(=O)[O-],,0.1363653255357153,CCCCCCCCC(CCCCCCC)OS(=O)(=O)[O-],525.24054,4.942900000000004,0.0
CCCCCCCCC(O)OCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25.0,1.31202537996544,,,,,,6.0,train,CCCCCCCCC(O)OCCc1ccc(S(=O)(=O)[O-])cc1,,-1.6477403865701756,CCCCCCCCC(O)OCCc1ccc(S(=O)(=O)[O-])cc1,498.83408,3.2188000000000025,0.0
CCCCCOCCOCCOCCOCCOCCOCCO,non-ionic,,0.6438039541244507,34.3,,,,,5.0,train,CCCCCOCCOCCOCCOCCOCCOCCO,,,CCCCCOCCOCCOCCOCCOCCOCCO,500.94983,1.2685000000000015,0.0
CCCCCCOCCOCCOCCOCCO,non-ionic,,0.9753134250640868,32.0,,,,,2.0,train,CCCCCCOCCOCCOCCOCCO,,,CCCCCCOCCOCCOCCOCCO,488.83978,1.6253999999999995,0.0
CCCCCCCCC(=O)[O-].[K+],anionic,25.0,0.408935392973501,,,,,,5.0,train,CCCCCCCCC(=O)[O-],,-2.4541686232153426,CCCCCCCCC(=O)[O-],490.28055,1.4869,0.0
CCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,sugar-based non-ionic,20.0,4.61978875828839,35.0,3.97e-06,0.42,37.8,5.6,2.0,train,CCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1.276171901678432,1.3059783201396646,CCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,518.9915,1.5817999999999992,0.0
CCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,sugar-based non-ionic,25.0,1.08092190762393,32.2,2.53e-06,0.66,39.8,2.5,0.0,train,CCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-1.2816425731582153,-1.8541078232236423,CCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,520.2425,-3.666899999999996,0.0
CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,20.0,3.31875876262441,24.1,4.38e-06,0.38,48.65,4.7,8.0,train,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,0.5335806025323091,0.1442033693172528,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,519.2733,1.0457,0.0
CCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,25.0,1.32799455497705,,,,,,5.0,train,CCCCCCCCC(C)OS(=O)(=O)[O-],,-1.6334804636048184,CCCCCCCCC(C)OS(=O)(=O)[O-],502.33716,2.6023000000000014,0.0
CCCCCCCCCCC(=O)OC(O)[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,sugar-based non-ionic,20.0,3.02227639471115,44.1,2.48e-06,0.67,28.65,3.58976531784512,8.0,train,CCCCCCCCCCC(=O)OC(O)[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,-0.3824756363326643,-0.1205451680339956,CCCCCCCCCCC(=O)OC(O)[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,523.773,-4.1712999999999925,0.0
CCCCCCCCCCCCCC(OCC)(OCC)OS(=O)(=O)[O-].[Na+],anionic,25.0,3.07001940948449,,,,,,,test,CCCCCCCCCCCCCC(OCC)(OCC)OS(=O)(=O)[O-],,-0.0779123011321811,CCCCCCCCCCCCCC(OCC)(OCC)OS(=O)(=O)[O-],541.1964,4.891100000000004,0.0
CCCCCCS(=O)(=O)[O-].[Na+],anionic,25.0,0.495937117321308,,,,,,,test,CCCCCCS(=O)(=O)[O-],,-2.3764790815733345,CCCCCCS(=O)(=O)[O-],496.8379,1.1119,0.0
CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCC.[Na+],anionic,25.0,3.18502031623924,,,,,,7.0,train,CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCC,,0.0247795455084082,CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCC,529.15375,5.027900000000005,0.0
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.872895201635192,44.4,,,27.6,,5.0,train,CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21,,-2.03986850278159,CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21,462.4509,7.403500000000008,0.0
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25.0,0.906578314837765,45.2,,,26.8,,5.0,train,CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21,,-2.009790643458682,CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21,456.913,7.412100000000009,0.0
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25.0,0.931814138253838,42.3,,,29.7,,2.0,train,CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21,,-1.987255922809748,CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21,447.6138,8.183700000000007,0.0
CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC.[Br-].[Br-],gemini cationic,25.0,0.79997073344623,,,,,,7.0,train,CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC,,-2.104987539795601,CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC,503.77673,2.756000000000001,0.0
CCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,1.09097914578884,,,,,,4.0,train,CCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCC,,-1.8451270561288111,CCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCC,472.3364,4.316400000000003,0.0
CCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,0.7959,,,,,,3.0,train,CCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCC,,-2.108622564479941,CCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCC,460.36423,5.470100000000006,0.0
CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,sugar-based non-ionic,25.0,1.23657200643706,,,,,,6.0,val,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,,-1.7151176489026876,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,512.1117,0.7452999999999999,0.0
OCCOCCSCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,25.0,4.46903231842809,,,,,,9.0,train,OCCOCCSCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,1.171358014621284,OCCOCCSCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,548.727,7.106800000000008,0.0
CCC(CC)COCCOCCOCCOCCOCCOCCO,non-ionic,,1.2239737510681152,33.6,,,,,1.0,train,CCC(CC)COCCOCCOCCOCCOCCOCCO,,,CCC(CC)COCCOCCOCCOCCOCCOCCO,524.1401,1.5145000000000015,0.0
CC(C)COCCOCCOCCOCCOCCOCCO,non-ionic,,0.3089366257190704,35.0,,,,,1.0,val,CC(C)COCCOCCOCCOCCOCCOCCO,,,CC(C)COCCOCCOCCOCCOCCOCCO,513.8885,0.7343000000000013,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,non-ionic,,3.5045528411865234,32.5,,,,,0.0,train,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,,,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,545.764,3.8877000000000033,0.0
CCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,non-ionic,25.0,0.744968836654449,,,,,,7.0,train,CCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,,-2.154102338188701,CCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,519.18335,0.1204899999999998,0.0
CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,25.0,4.61996975203217,,,,,,7.0,train,CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,1.3061399413155637,CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,522.5769,6.073100000000003,0.0
CCCCCCCCCCCCN(C)C.Cl,non-ionic,,1.5894666910171509,38.5,,,,,5.0,train,CCCCCCCCCCCCN(C)C,,,CCCCCCCCCCCCN(C)C,545.96533,4.468900000000004,0.0
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,,2.8206470012664795,35.4,,,,,1.0,train,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,524.1321,3.252200000000004,0.0
CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,1.23657200643706,33.2,,,38.77,,1.0,val,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-1.7151176489026876,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,505.76004,-1.8456999999999988,0.0
CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,0.920818753952375,30.0,,,41.97,,5.0,train,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-1.9970744220746988,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,499.37485,-2.235799999999998,0.0
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,non-ionic,,3.6674201488494873,34.0,,,,,2.0,train,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,,,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,518.9915,1.5817999999999992,0.0
CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,non-ionic,,3.764240741729736,32.1,,,,,7.0,train,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,,,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,543.2178,3.142200000000001,0.0
CCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,non-ionic,,2.3062849044799805,33.0,,,,,6.0,train,CCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,,,CCCCCCCCCC(=O)OC(C)C(=O)NCCCN(C)C,536.40204,3.1267000000000014,0.0
CCCCCCCCCCCCC(O)CCO,non-ionic,,4.3198652267456055,26.3,,,,,3.0,train,CCCCCCCCCCCCC(O)CCO,,,CCCCCCCCCCCCC(O)CCO,528.0963,4.040700000000004,0.0
CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,1.23657200643706,,,,,,6.0,train,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-1.7151176489026876,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,493.573,-2.400099999999999,0.0
CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,0.744727494896694,,,,,,6.0,train,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-2.1543178480614023,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,512.253,-1.6835000000000004,0.0
CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,1.33724216831843,,,,,,5.0,train,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-1.6252226635766005,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,506.45786,-1.2934000000000008,0.0
CCCCCCOCCOCCOCCOCCOCCO,non-ionic,,0.6512374877929688,33.0,,,,,2.0,train,CCCCCCOCCOCCOCCOCCOCCO,,,CCCCCCOCCOCCOCCOCCOCCO,489.12506,1.642,0.0
CCCCCCOCCOCCOCCOCCOCCOCCO,non-ionic,,1.149624586105347,31.8,,,,,2.0,train,CCCCCCOCCOCCOCCOCCOCCOCCO,,,CCCCCCOCCOCCOCCOCCOCCOCCO,510.83362,1.6586000000000012,0.0
CCCCCCC(CCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,25.0,1.92081875395238,26.0,3.08e-06,0.54,45.97,3.39944937151599,3.0,train,CCCCCCC(CCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-0.5395055983690781,-1.1041088834673385,CCCCCCC(CCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,534.7325,0.9419999999999996,0.0
CCCCCCCC(=O)CN(N=O)C1OC(CO)C(O)C(O)C1O,sugar-based non-ionic,25.0,1.15490195998574,,,,,,3.0,train,CCCCCCCC(=O)CN(N=O)C1OC(CO)C(O)C(O)C1O,,-1.7880461859201784,CCCCCCCC(=O)CN(N=O)C1OC(CO)C(O)C(O)C1O,507.5316,-0.3007000000000004,0.0
CCCCCCCC(=O)C(O)C1OC(N)C(O)C(O)C1O,sugar-based non-ionic,25.0,1.34678748622466,,,,,,3.0,val,CCCCCCCC(=O)C(O)C1OC(N)C(O)C(O)C1O,,-1.6166990236312853,CCCCCCCC(=O)C(O)C1OC(N)C(O)C(O)C1O,518.4228,-0.956799999999998,0.0
